Referencia,Fecha Alta,Tipo_Prop,Tipo_Operación,Provincia,Superficie,Construidos,Precio Venta,Fecha Venta,Vendedor,Supervisor,Dueño Propiedad,Rut Dueño,Celular Dueño,email dueño,Comprador o arrendador,Rut Comp/Arrend.
1424,23/05/05,Local,Alquiler,Barcelona,185,,1583785,17/09/05,Luisa,,Emery Adams,47799198-K,9-779-362-711,ornare.lectus@neque.net,Nola Adkins,13243794-7
1425,23/05/05,Parking,Venta,Barcelona,63,,516159,13/03/06,Luisa,,Keane Miller,24094471-5,9-757-250-953,semper.rutrum@idmollis.co.uk,Rigel Moody,45428947-1
1426,24/05/05,Casa,Alquiler,Tarragona,86,765,467410,15/09/05,Jesús,Luisa,Martena Herman,41900070-1,9-260-349-469,Nullam@hendreritnequeIn.edu,Quynn Moreno,35829820-6
1427,24/05/05,Parking,Alquiler,Girona,223,,2228439,17/09/05,Carmen,Joaquín,Amber Evans,8762687-3,9-108-414-960,id@elit.org,Grant Holloway,42237470-1
1428,24/05/05,Suelo,Alquiler,Tarragona,195,,1539135,02/10/05,Luisa,,Amy Hall,12855066-6,9-216-899-199,tincidunt.aliquam@inaliquetlobortis.edu,Lucian Little,42587077-7
1429,25/05/05,Local,Alquiler,Lleida,200,,1046800,03/03/06,María,Luisa,Hyacinth Bush,49257426-0,9-630-266-937,dolor@nequetellusimperdiet.edu,Alfonso Parsons,15509168-1
1430,25/05/05,Industrial,Venta,Lleida,63,,416430,09/01/06,Pedro,Joaquín,Caleb Swanson,50241223-K,9-963-248-672,Donec.feugiat@lacinia.edu,Ryder Lynch,12694921-9
1431,25/05/05,Piso,Venta,Barcelona,208,,1792128,15/04/06,Jesús,Luisa,Linda Morrison,22648354-3,9-411-357-207,dolor.elit.pellentesque@montes.org,Hermione Estes,26989983-2
1432,25/05/05,Suelo,Venta,Barcelona,54,,264438,23/08/05,Joaquín,,Tucker Bridges,41467494-1,9-814-429-797,eleifend.nunc.risus@vitae.com,Lev Kerr,44123980-7
1433,26/05/05,Industrial,Alquiler,Tarragona,273,,1610973,21/03/06,Pedro,Joaquín,Jaime Reyes,24957242-K,9-998-401-451,lorem.ipsum@nequeetnunc.com,Dane Norris,49921348-4
1434,27/05/05,Parking,Venta,Tarragona,134,,572984,30/12/05,Jesús,Luisa,Katell Franks,45497094-2,9-426-754-640,eu.arcu@volutpat.com,Quinn Sanchez,42677071-7
1435,27/05/05,Casa,Alquiler,Girona,80,427,548000,30/11/05,Joaquín,,Chantale Maldonado,32138184-7,9-968-781-274,Cras.lorem.lorem@dictum.ca,Paul Russell,32712494-3
1436,27/05/05,Industrial,Venta,Lleida,175,,1428350,08/11/05,Jesús,Luisa,Cruz Franks,26857889-7,9-533-950-161,fringilla@dolor.co.uk,Mikayla Collins,22115743-5
1437,27/05/05,Industrial,Venta,Barcelona,261,,1435239,22/03/06,Joaquín,,Noah Oliver,43339366-K,9-302-273-067,elit.elit@semper.net,Tobias Nolan,12946952-8
1438,28/05/05,Parking,Venta,Lleida,108,,1001376,10/02/06,Carmen,Joaquín,Ila Morris,49258676-5,9-810-921-955,Curae.Donec.tincidunt@musDonecdignissim.edu,Francis Baldwin,11328555-9
1439,28/05/05,Industrial,Venta,Girona,233,,1306664,30/10/05,Luisa,,Hop Ortiz,24109057-4,9-350-330-740,Aliquam.rutrum@ametconsectetuer.co.uk,Kellie Finley,10200852-9
1440,28/05/05,Parking,Venta,Girona,255,,1504755,31/10/05,Luisa,,Rhoda Cantu,36525334-K,9-547-755-924,est.arcu.ac@velquam.net,Talon Roberts,19833082-5
1441,29/05/05,Industrial,Alquiler,Tarragona,249,,2116251,14/01/06,Carmen,Joaquín,Nigel Kirby,16309977-2,9-523-257-246,tristique.pharetra@urna.ca,Blaine Bailey,16272631-5
1442,29/05/05,Industrial,Venta,Barcelona,160,,1496320,08/05/06,María,Luisa,Demetria Castro,41756704-6,9-168-548-709,justo@Donecfeugiat.org,Wyatt Poole,18825337-7
1443,29/05/05,Casa,Alquiler,Tarragona,73,690,672257,15/02/06,Luisa,,Derek Combs,12075820-9,9-864-133-842,fringilla@Fusce.ca,Geraldine Thornton,37133363-0
1444,29/05/05,Piso,Alquiler,Lleida,204,,958392,21/01/06,Joaquín,,Serena Preston,15600996-2,9-888-890-997,Donec@enimnec.co.uk,Eugenia May,14439871-8
1445,29/05/05,Piso,Alquiler,Barcelona,137,,585812,26/01/06,Luisa,,Denise Nelson,15599347-2,9-891-729-137,nec@sitametrisus.co.uk,Emerson Ellison,9025874-5
1446,30/05/05,Parking,Venta,Tarragona,54,,470988,02/01/06,María,Luisa,Colleen Le,26361155-1,9-531-810-546,est@egestasSed.org,Charissa Patton,18981727-4
1447,31/05/05,Oficina,Alquiler,Barcelona,96,,567072,30/10/05,Jesús,Luisa,Haviva Richardson,6260011-K,9-557-502-281,malesuada@massalobortisultrices.net,Echo Potter,49890402-5
1448,31/05/05,Oficina,Alquiler,Lleida,188,,1579012,14/04/06,María,Luisa,Talon Rutledge,24159219-7,9-602-302-278,quis@molestietellusAenean.ca,Kamal Livingston,20042967-2
1449,01/06/05,Piso,Alquiler,Girona,85,,706690,03/01/06,Joaquín,,Rama Spence,35856635-9,9-129-588-972,eget.ipsum@fermentum.org,Tarik Howell,8886478-6
1450,01/06/05,Suelo,Alquiler,Barcelona,69,,499698,31/08/05,Pedro,Joaquín,Georgia Gonzales,18615308-1,9-893-306-163,quis@dolortempus.net,Hamish Pickett,26691279-K
1451,02/06/05,Suelo,Venta,Barcelona,269,,1779435,18/05/06,Jesús,Luisa,Sawyer Alexander,28709418-3,9-548-358-596,ipsum.ac.mi@semper.co.uk,Megan Santiago,31439253-1
1452,03/06/05,Industrial,Venta,Girona,70,,455000,22/10/05,Pedro,Joaquín,Tanya Fry,11758454-2,9-494-426-499,semper@eratvitaerisus.org,Gloria England,34035813-9
1453,04/06/05,Suelo,Alquiler,Lleida,258,,1687836,25/03/06,María,Luisa,Rina Pace,11266492-0,9-173-287-988,consequat@semperauctor.com,Geoffrey Petty,14725452-0
1454,04/06/05,Piso,Alquiler,Tarragona,193,,1605374,13/01/06,Joaquín,,Wylie Hutchinson,24155348-5,9-315-281-580,Proin.dolor@nisi.ca,Denton Dickson,5626433-7
1455,04/06/05,Casa,Venta,Tarragona,182,538,1047774,31/01/06,Jesús,Luisa,Chancellor Page,46416839-7,9-215-419-617,mauris.Integer@Integer.net,Simon Wilkerson,36669675-K
1456,05/06/05,Oficina,Venta,Tarragona,223,,2190752,24/04/06,Joaquín,,Devin Lawrence,46953448-0,9-433-645-979,placerat.velit@laoreetlibero.edu,Hedley Drake,39875033-0
1457,05/06/05,Oficina,Venta,Lleida,93,,496806,17/03/06,Joaquín,,Ella Stuart,20348747-9,9-536-871-060,quam.vel.sapien@libero.co.uk,Dustin Delaney,49571512-4
1458,05/06/05,Parking,Venta,Girona,277,,1691085,19/11/05,Pedro,Joaquín,Phoebe Paul,33865695-5,9-448-780-234,non.dui.nec@quisturpisvitae.edu,Alma Sanders,10174874-K
1459,05/06/05,Industrial,Venta,Girona,76,,456532,19/09/05,Joaquín,,Chandler Shepherd,42022122-3,9-430-635-591,mauris.a.nunc@risusDonecnibh.ca,Blaze Schwartz,33894516-7
1460,06/06/05,Oficina,Alquiler,Girona,228,,1039452,11/01/06,Carmen,Joaquín,Velma Grant,49178541-1,9-564-697-087,tellus.lorem.eu@semut.net,Kelly Bass,42615244-4
1461,06/06/05,Local,Venta,Girona,129,,563085,18/12/05,Jesús,Luisa,Driscoll Sharpe,16799897-6,9-356-504-346,et@temporloremeget.edu,Rhoda Knox,48289363-5
1462,06/06/05,Piso,Venta,Lleida,80,,471440,28/09/05,Luisa,,Jelani Mayo,21853580-1,9-445-403-067,felis.Nulla@pedeblandit.com,TaShya Mccoy,18320607-9
1463,07/06/05,Parking,Alquiler,Tarragona,177,,1591584,30/10/05,Joaquín,,Mary Calhoun,14246773-9,9-563-221-240,ultricies.dignissim@euligula.com,Anika Mueller,34017961-7
1464,07/06/05,Casa,Venta,Girona,179,74,1393157,26/11/05,Luisa,,Thomas Farmer,27733069-5,9-975-882-096,Sed.auctor.odio@ut.com,Silas Witt,12494738-3
1465,08/06/05,Piso,Alquiler,Tarragona,61,,525454,10/04/06,Luisa,,Samantha French,15337741-3,9-105-576-992,lorem.tristique.aliquet@quam.edu,Slade Richardson,10171966-9
1466,08/06/05,Suelo,Venta,Barcelona,132,,802428,15/02/06,Joaquín,,Beck Cruz,45405431-8,9-767-196-228,in.sodales@Utsemperpretium.com,Madaline English,14540085-6
1467,09/06/05,Casa,Venta,Lleida,299,890,2333097,15/09/05,María,Luisa,Alden Lane,28253809-1,9-210-236-960,lectus.convallis@tellussemmollis.co.uk,Selma Hopkins,11398885-1
1468,09/06/05,Oficina,Alquiler,Tarragona,131,,1297686,01/05/06,Carmen,Joaquín,Laurel Wiley,43010592-2,9-499-840-594,dictum.magna@non.ca,Emery Heath,38487947-0
1469,09/06/05,Suelo,Alquiler,Lleida,54,,419256,08/03/06,Pedro,Joaquín,Dorothy Blanchard,38859884-0,9-271-453-857,lobortis.tellus@elit.com,Keelie Gallegos,24239248-5
1470,09/06/05,Industrial,Alquiler,Tarragona,274,,2690954,17/05/06,Joaquín,,Steel Lyons,9580600-7,9-399-970-568,in.consequat@amet.com,Sebastian Carson,26129661-6
1471,09/06/05,Casa,Alquiler,Tarragona,67,835,485013,27/11/05,Joaquín,,Violet Wooten,33644423-3,9-929-814-600,ligula.Aenean.gravida@cursusvestibulumMauris.co.uk,Ingrid Holman,47005341-0
1472,10/06/05,Parking,Alquiler,Lleida,141,,1250952,26/02/06,Luisa,,Lila Key,14927992-K,9-651-124-746,facilisis.eget.ipsum@Morbi.ca,Rajah Henson,37430040-7
1473,10/06/05,Piso,Venta,Barcelona,213,,1955340,23/04/06,Jesús,Luisa,Evelyn Ayers,40719898-0,9-530-565-222,vel.pede@Crasloremlorem.org,Perry Valenzuela,18881718-1
1474,11/06/05,Casa,Alquiler,Tarragona,269,793,2549313,20/02/06,Carmen,Joaquín,Keiko Powers,39913008-5,9-234-556-777,In.mi.pede@facilisisvitaeorci.net,Micah Vaughn,6043963-K
1475,11/06/05,Casa,Alquiler,Tarragona,53,699,216187,18/04/06,Jesús,Luisa,Ursula Sloan,34769387-1,9-125-752-172,fringilla.cursus.purus@dolor.co.uk,Amity Bates,35253092-1
1476,11/06/05,Parking,Alquiler,Lleida,248,,2172232,20/09/05,Pedro,Joaquín,Karleigh Butler,11863534-5,9-565-186-704,tempor.erat@et.org,Paki Strickland,12269103-9
1477,12/06/05,Parking,Alquiler,Girona,73,,364270,02/02/06,María,Luisa,Chava Carver,23726807-5,9-994-615-927,feugiat.Sed.nec@dapibusgravidaAliquam.ca,Halee Hendricks,22533102-2
1478,12/06/05,Casa,Alquiler,Tarragona,229,189,1504301,08/04/06,Joaquín,,Camilla Briggs,5540815-7,9-986-400-798,purus@a.edu,Armand Mullins,45296569-0
1479,13/06/05,Industrial,Venta,Tarragona,51,,417231,19/03/06,Pedro,Joaquín,Warren Noble,44636258-5,9-165-869-608,magnis.dis.parturient@Proin.com,Keaton Mcmahon,6555242-6
1480,13/06/05,Oficina,Venta,Barcelona,124,,1053628,13/04/06,María,Luisa,Sawyer Ayers,46344004-2,9-548-646-622,aliquam.eros.turpis@justo.org,Burton Vang,21862803-6
1481,13/06/05,Local,Alquiler,Tarragona,261,,1344933,24/09/05,Pedro,Joaquín,Jenna Glenn,29235291-3,9-664-183-910,viverra@sitametante.co.uk,Fay Pierce,47369767-K
1482,13/06/05,Suelo,Alquiler,Barcelona,157,,868367,03/06/06,Jesús,Luisa,Teegan Kinney,8459468-7,9-360-952-787,sollicitudin.orci.sem@leoelementum.net,Nita Fisher,50888268-8
1483,13/06/05,Oficina,Venta,Barcelona,64,,368384,15/09/05,Jesús,Luisa,Barry Holden,6128319-6,9-780-177-501,Aliquam@Donecconsectetuer.net,Kendall Ruiz,35131981-K
1484,13/06/05,Parking,Alquiler,Barcelona,282,,2677590,08/04/06,Luisa,,Alika Bender,6546010-6,9-261-194-174,in.faucibus.orci@Donecest.edu,Cooper Massey,47236064-7
1485,14/06/05,Oficina,Venta,Barcelona,151,,1484028,24/03/06,Jesús,Luisa,Beau Cohen,12317900-5,9-853-597-807,rutrum@Quisqueornare.ca,Dean Day,44061547-3
1486,15/06/05,Local,Alquiler,Girona,167,,1121906,12/11/05,Carmen,Joaquín,Althea Manning,34015504-1,9-192-966-022,tempor.arcu.Vestibulum@nostraperinceptos.org,Kessie Weiss,25881050-3
1487,15/06/05,Casa,Venta,Lleida,109,111,537915,16/05/06,Carmen,Joaquín,Minerva Payne,39450661-3,9-513-721-465,arcu.Vestibulum.ut@malesuadaInteger.edu,Daryl Swanson,50911818-3
1488,15/06/05,Suelo,Alquiler,Barcelona,106,,704476,07/02/06,Joaquín,,Brittany Hendrix,21841404-4,9-836-979-248,auctor.ullamcorper.nisl@sed.co.uk,Garrett Walters,48345034-6
1489,15/06/05,Suelo,Venta,Lleida,144,,1323792,17/09/05,Jesús,Luisa,Cecilia Ortega,35165574-7,9-477-426-748,id.blandit.at@pellentesqueSed.net,Bevis Harmon,48328086-6
1490,16/06/05,Parking,Venta,Barcelona,112,,691712,10/04/06,Pedro,Joaquín,Hoyt Mccray,48331337-3,9-852-833-608,lacinia.Sed.congue@at.edu,Kirestin Gillespie,25631790-7
1491,16/06/05,Oficina,Alquiler,Girona,138,,1241034,05/06/06,Carmen,Joaquín,Indigo Cochran,43108826-6,9-332-641-207,commodo.tincidunt@Aliquamgravidamauris.co.uk,Leonard Brennan,42923822-6
1492,16/06/05,Piso,Alquiler,Tarragona,165,,1405305,01/02/06,Carmen,Joaquín,Lee Trujillo,30062252-6,9-112-883-525,augue.scelerisque@ut.net,Lesley Potts,15810278-1
1493,16/06/05,Industrial,Alquiler,Tarragona,250,,1001750,23/11/05,Joaquín,,Len Wynn,50273983-2,9-239-581-948,magnis@nibh.net,Garth Henderson,11754564-4
1494,17/06/05,Suelo,Alquiler,Tarragona,201,,1471320,11/03/06,Carmen,Joaquín,Abraham Carroll,7647106-1,9-213-714-063,Morbi.metus@ac.org,Aurora Hunter,33441035-8
1495,17/06/05,Casa,Venta,Girona,199,791,1590010,13/04/06,Carmen,Joaquín,Nissim Fox,44321175-6,9-431-192-277,Pellentesque.ultricies.dignissim@sodaleselit.edu,Kameko Crawford,19558319-6
1496,18/06/05,Suelo,Venta,Lleida,278,,2520904,12/05/06,Luisa,,Nero Pittman,47756165-9,9-922-964-331,nulla.Donec.non@dignissimmagnaa.edu,Ursa Cochran,20422043-3
1497,18/06/05,Piso,Venta,Tarragona,175,,880075,15/12/05,Jesús,Luisa,Moses Avila,23134425-K,9-678-743-243,egestas.hendrerit.neque@rhoncusNullamvelit.com,Fuller Bender,13679005-6
1498,18/06/05,Casa,Alquiler,Girona,55,321,256630,23/10/05,María,Luisa,Glenna Hobbs,39769853-K,9-776-229-191,amet.nulla@malesuadafames.com,Karleigh Marks,31209269-7
1499,19/06/05,Industrial,Alquiler,Barcelona,175,,1084300,10/10/05,Luisa,,Quinlan Walters,10227749-K,9-593-728-249,dictum.eu@porttitorvulputateposuere.ca,Breanna Clarke,10487070-8
1500,20/06/05,Industrial,Venta,Lleida,125,,595750,30/03/06,Joaquín,,Willow Green,39890277-7,9-109-867-150,Vivamus.nisi@eueratsemper.edu,Timothy Thornton,43670852-1
1501,21/06/05,Suelo,Venta,Lleida,52,,317044,16/04/06,Jesús,Luisa,Vivien Bruce,44287865-K,9-421-201-282,tempor.augue.ac@loremloremluctus.ca,Jermaine Walls,40828144-K
1502,21/06/05,Industrial,Venta,Girona,120,,1175160,28/11/05,Carmen,Joaquín,Dai Fischer,15955490-2,9-467-964-229,eu@cursusluctusipsum.edu,Chandler Glenn,20929183-5
1503,21/06/05,Industrial,Alquiler,Lleida,157,,977011,03/03/06,Carmen,Joaquín,Chancellor Contreras,44157116-K,9-293-944-818,Aenean@pretiumaliquetmetus.com,Lana Chen,22875859-0
1504,21/06/05,Industrial,Venta,Girona,190,,778430,14/11/05,Joaquín,,Jordan Mckenzie,36450941-3,9-257-979-649,est@Seddiamlorem.ca,Patrick Hunt,9584188-0
1505,22/06/05,Suelo,Venta,Tarragona,47,,220148,14/06/06,Jesús,Luisa,Xavier Myers,34259252-K,9-156-417-362,Quisque.imperdiet.erat@Aliquamornarelibero.ca,Roanna Conley,36774807-9
1506,22/06/05,Suelo,Alquiler,Girona,256,,2512640,16/03/06,Jesús,Luisa,Winter Richardson,47407068-9,9-843-405-117,mauris.blandit.mattis@utcursus.co.uk,Inez Mcpherson,48623154-8
1507,22/06/05,Parking,Venta,Tarragona,118,,716260,04/04/06,Luisa,,Daria Trujillo,24763852-0,9-213-557-840,Nullam.enim@diamSed.edu,Brianna Mendoza,5233527-2
1508,22/06/05,Casa,Venta,Girona,274,781,2594780,23/02/06,María,Luisa,Zelda Galloway,29756689-K,9-429-364-874,nec.mollis.vitae@facilisisegetipsum.edu,Geoffrey Lindsey,25704710-5
1509,22/06/05,Piso,Venta,Girona,244,,2180628,05/02/06,Pedro,Joaquín,Rahim Herman,34036151-2,9-388-268-796,orci.Phasellus.dapibus@Aliquamnisl.net,Walter Frank,10575516-3
1510,22/06/05,Parking,Venta,Tarragona,163,,763329,05/02/06,Joaquín,,Dawn Schneider,30713567-1,9-827-377-347,neque@necmollisvitae.edu,Samantha Morin,39466565-7
1511,23/06/05,Piso,Venta,Lleida,213,,1587063,02/02/06,Carmen,Joaquín,Solomon Blake,5330954-2,9-807-695-370,Sed.malesuada@aliquet.co.uk,Cooper Huff,14351128-6
1512,23/06/05,Casa,Alquiler,Girona,261,419,2419209,25/05/06,María,Luisa,Ashton Valencia,21649838-0,9-901-793-178,sed@Naminterdum.edu,Prescott Santos,9154799-6
1513,24/06/05,Piso,Venta,Lleida,199,,987040,11/01/06,Luisa,,Zelenia Wagner,21564228-3,9-684-833-321,tellus@viverraMaecenasiaculis.edu,Quail Cannon,14232472-5
1514,24/06/05,Suelo,Alquiler,Girona,110,,781000,25/02/06,María,Luisa,Veda Warner,11610805-4,9-384-152-314,dictum@ligulaDonecluctus.edu,Cadman Crawford,46162768-4
1515,26/06/05,Piso,Alquiler,Lleida,200,,1689000,30/09/05,Luisa,,Ava Harrison,33330235-7,9-671-460-435,Nulla@necluctusfelis.org,Kelly Willis,17740487-K
1516,27/06/05,Industrial,Venta,Lleida,182,,805714,20/03/06,Carmen,Joaquín,Kylee Marks,7782116-3,9-117-961-335,imperdiet.non.vestibulum@tortor.edu,Ivana Tran,30876587-3
1517,28/06/05,Suelo,Alquiler,Girona,139,,1217501,20/11/05,Joaquín,,Echo Bowen,28549405-2,9-781-214-422,justo@ad.ca,Anika Coleman,35754438-6
1518,28/06/05,Local,Alquiler,Girona,151,,1456999,01/10/05,Carmen,Joaquín,Moses Carey,36966228-7,9-320-661-791,Mauris.ut@magnatellusfaucibus.com,MacKensie Simmons,47598860-4
1519,28/06/05,Piso,Venta,Lleida,74,,659858,27/05/06,Carmen,Joaquín,Maisie Barlow,28279853-0,9-594-173-020,tortor@at.ca,Miranda Casey,14226328-9
1520,28/06/05,Local,Venta,Lleida,175,,999950,30/10/05,Carmen,Joaquín,Jaden Rodriquez,23250820-5,9-843-641-809,Curabitur@Phasellusfermentumconvallis.ca,Reece Mooney,9796128-K
1521,29/06/05,Casa,Alquiler,Barcelona,53,67,399143,08/11/05,Jesús,Luisa,Todd Paul,15890750-K,9-900-654-345,Nulla.eget.metus@sempertellusid.ca,Wanda Best,47303070-5
1522,29/06/05,Suelo,Venta,Barcelona,40,,306120,24/11/05,Carmen,Joaquín,Scott Dickerson,34380482-2,9-995-304-639,libero.Integer@Vestibulumante.edu,Imelda Hendrix,28812476-0
1523,29/06/05,Local,Venta,Lleida,158,,1454232,24/01/06,Pedro,Joaquín,Gage Sandoval,22998293-1,9-112-370-978,at@velarcu.ca,Addison Schmidt,16740626-2
1524,29/06/05,Piso,Alquiler,Tarragona,134,,880380,11/12/05,María,Luisa,Oscar Meadows,36271051-0,9-365-335-124,tincidunt@ultricesa.com,Keely Douglas,36326066-7
1525,30/06/05,Local,Venta,Tarragona,252,,2283372,12/02/06,Carmen,Joaquín,Kelly Kidd,42557089-7,9-790-382-398,orci.sem@Nullafacilisis.net,Darius Wynn,50820536-8
1526,30/06/05,Oficina,Venta,Girona,68,,586908,28/05/06,Luisa,,Vernon Joseph,48529293-4,9-593-998-813,ut@ut.com,Mollie Sherman,7276255-K
1527,30/06/05,Parking,Venta,Tarragona,50,,400600,02/10/05,María,Luisa,Daryl Newman,13386107-6,9-741-583-508,dolor@egestashendrerit.ca,September Whitehead,16319493-7
1528,30/06/05,Oficina,Alquiler,Girona,204,,1132608,12/11/05,María,Luisa,Sean Nunez,31894299-4,9-898-824-701,ut@eu.org,Quon Fox,40739105-5
1529,30/06/05,Oficina,Alquiler,Girona,185,,1257075,06/06/06,María,Luisa,Stone Vasquez,14013339-6,9-540-474-304,vel@accumsan.org,Asher Moore,42264828-3
1530,30/06/05,Piso,Alquiler,Tarragona,69,,480240,07/06/06,Jesús,Luisa,Guinevere Rhodes,26411843-3,9-494-459-011,cursus@eudui.edu,Abraham Joyner,37046575-4
1531,01/07/05,Local,Venta,Lleida,251,,2325766,20/10/05,Joaquín,,Nissim Stark,41614359-5,9-556-981-558,ac.mattis@nibhPhasellus.net,Lucian Hale,13465861-4
1532,01/07/05,Piso,Alquiler,Girona,260,,1542580,03/05/06,Luisa,,Len Foreman,48643650-6,9-131-911-869,tristique.aliquet@sedest.net,Hadassah Whitaker,37010824-2
1533,01/07/05,Local,Alquiler,Girona,71,,540452,24/01/06,Jesús,Luisa,Philip Paul,27514410-K,9-432-720-496,laoreet.posuere@egetmassa.net,Phillip Allison,40115890-1
1534,02/07/05,Local,Alquiler,Barcelona,217,,1742293,13/04/06,Pedro,Joaquín,Bertha Moody,35419515-1,9-705-633-420,luctus.lobortis.Class@Phasellus.org,Justine Carroll,20719580-4
1535,04/07/05,Suelo,Venta,Tarragona,68,,456756,20/11/05,Pedro,Joaquín,Daria Taylor,48879248-2,9-386-505-098,tincidunt.orci@Nam.edu,Noah Newton,49336418-9
1536,04/07/05,Parking,Venta,Girona,43,,361759,01/12/05,Jesús,Luisa,Dillon Mosley,6724333-1,9-658-980-441,Sed.malesuada@Aeneanegestas.org,Meredith Vang,22000635-2
1537,04/07/05,Piso,Venta,Barcelona,197,,1035826,27/05/06,Jesús,Luisa,Quamar Mack,32921806-6,9-778-567-298,odio.a.purus@Proin.ca,Stella Gross,47962140-3
1538,04/07/05,Industrial,Alquiler,Girona,161,,1405852,14/05/06,Pedro,Joaquín,Jonas Harris,21431924-1,9-553-249-218,a.aliquet@Aliquamvulputateullamcorper.edu,Ima Burris,11917979-3
1539,04/07/05,Oficina,Venta,Tarragona,103,,850368,30/10/05,Carmen,Joaquín,Quon Hicks,29011201-K,9-634-408-414,lorem.ac.risus@ametlorem.com,Leilani Hernandez,25817655-3
1540,05/07/05,Suelo,Alquiler,Tarragona,227,,2223919,19/11/05,Joaquín,,Whitney Mccray,24933278-K,9-907-540-816,dolor.Fusce@Namnullamagna.co.uk,Rina Larsen,16904340-K
1541,06/07/05,Local,Venta,Lleida,124,,1045816,12/03/06,Carmen,Joaquín,Elliott Finley,19444882-1,9-987-702-931,pede@egestasAliquamfringilla.org,Yardley Malone,10742067-3
1542,06/07/05,Industrial,Venta,Tarragona,243,,2401083,08/04/06,Joaquín,,Bree Mcclain,11579336-5,9-479-721-117,metus.Aenean.sed@egetmollis.co.uk,Karen Ortega,41693890-3
1543,06/07/05,Oficina,Venta,Girona,53,,381494,27/12/05,Luisa,,Ora Rios,36900682-7,9-771-746-240,Duis.dignissim@nullamagna.ca,Lacy Farley,49043994-3
1544,06/07/05,Parking,Venta,Lleida,199,,1573493,02/07/06,Luisa,,Ursa Hudson,29092896-6,9-930-592-491,a@PraesentluctusCurabitur.net,Jermaine Le,40559182-0
1545,06/07/05,Oficina,Venta,Lleida,88,,866008,23/06/06,Pedro,Joaquín,Serena Acevedo,7207276-6,9-808-633-130,sed.dui.Fusce@sodales.net,Victor Armstrong,13881345-2
1546,07/07/05,Piso,Alquiler,Girona,135,,1294110,08/03/06,Jesús,Luisa,Tad Butler,46806874-5,9-186-493-796,turpis.egestas@sitametultricies.net,Kamal Lawson,17758816-4
1547,07/07/05,Piso,Venta,Barcelona,214,,1258534,27/01/06,María,Luisa,Kaye Roth,46890291-5,9-139-180-868,tellus.sem.mollis@idliberoDonec.org,Tatyana Moss,8479051-6
1548,08/07/05,Casa,Alquiler,Barcelona,45,16,330885,16/04/06,Jesús,Luisa,Drew Cobb,31422365-9,9-169-892-155,elit.a@etliberoProin.org,Lael Calderon,7215591-2
1549,08/07/05,Oficina,Alquiler,Tarragona,59,,519259,30/10/05,María,Luisa,Damian Henderson,36790550-6,9-531-634-209,nunc@velitCraslorem.com,Dale Gilliam,49142572-5
1550,09/07/05,Piso,Alquiler,Barcelona,176,,804144,24/11/05,María,Luisa,Veda Love,32886561-0,9-503-404-175,hendrerit@egetmagnaSuspendisse.com,Mollie Thomas,25305293-7
1551,09/07/05,Suelo,Alquiler,Girona,167,,944385,15/02/06,Carmen,Joaquín,Bernard Jordan,34323821-5,9-691-764-714,neque.Morbi@amet.com,Addison Cash,21693263-3
1552,10/07/05,Parking,Venta,Barcelona,108,,436428,28/04/06,Jesús,Luisa,Rana Acosta,50046587-5,9-759-948-431,ac.metus.vitae@rhoncusNullamvelit.co.uk,Laith Rosa,15600923-7
1553,11/07/05,Piso,Alquiler,Barcelona,130,,859040,06/11/05,Joaquín,,Iris Hatfield,24041208-K,9-739-113-711,tempor.erat@idenimCurabitur.edu,Talon Dotson,6911296-K
1554,11/07/05,Suelo,venta,Barcelona,63,,618786,07/07/06,Luisa,,Mari Evans,33395033-2,9-868-486-892,dis@malesuada.co.uk,Gage Lawrence,6415895-3
1555,12/07/05,Suelo,Alquiler,Barcelona,132,,708840,03/11/05,Luisa,,Gay Mckinney,19605449-9,9-726-419-091,non@luctus.com,Leroy Simon,34271799-3
1556,12/07/05,Piso,Alquiler,Tarragona,183,,1388238,13/06/06,Joaquín,,Ruby Mckee,15051294-8,9-287-705-182,Phasellus.dolor.elit@quis.co.uk,Teegan Gonzales,23370358-3
1557,12/07/05,Local,Venta,Barcelona,159,,1582845,15/04/06,Pedro,Joaquín,Lionel Benjamin,13135685-4,9-529-734-712,sollicitudin.adipiscing@risus.com,Jaime Callahan,32095531-9
1558,13/07/05,Suelo,Alquiler,Tarragona,163,,830648,30/10/05,Joaquín,,Blake Coleman,23453454-8,9-945-388-783,tortor@Nulla.com,Zachary Ayala,15957185-8
1559,13/07/05,Piso,Alquiler,Girona,138,,824688,16/05/06,Joaquín,,Daphne Pena,30410767-7,9-442-148-094,quam.quis.diam@maurisaliquam.net,Camille Yang,29836508-1
1560,14/07/05,Casa,Alquiler,Girona,177,559,1074921,25/10/05,Luisa,,Aileen Kaufman,28016063-6,9-593-814-253,aliquam.enim.nec@mollisnon.net,Xander Knapp,46473143-1
1561,15/07/05,Casa,Alquiler,Barcelona,291,273,1823406,02/05/06,Pedro,Joaquín,Cherokee Hayden,27384608-5,9-842-545-386,Cras@consequatdolorvitae.com,Jameson Manning,18834519-0
1562,15/07/05,Local,Venta,Girona,74,,583638,17/10/05,Luisa,,Evan Mckinney,20100341-5,9-994-672-043,parturient.montes.nascetur@nequeIn.co.uk,Gwendolyn Barron,29395225-6
1563,15/07/05,Suelo,Venta,Girona,206,,1881810,10/07/06,Joaquín,,Ann Haynes,17579812-9,9-488-785-623,scelerisque.lorem.ipsum@sedpede.net,Ria Rios,30314652-0
